公告,#genre#
CCTV5,https://angtv.cc/test/ysp.php?id=cctv5$LR•IPV4『线路2』
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5$LR•IPV4『线路3』
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4『线路4』
CCTV5,https://www.wmviv.com/iptv/bc2t.php?id=cctv5$LR•IPV4『线路5』
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4『线路6』
CCTV5+,https://angtv.cc/test/ysp.php?id=cctv5p$LR•IPV4『线路1』
CCTV5+,http://148.135.93.213/live.php?id=CCTV5p$LR•IPV4『线路2』
CCTV5+,https://www.wmviv.com/iptv/bc2t.php?id=cctv5p$LR•IPV4『线路3』
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4『线路4』
CCTV6,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000203303.m3u8$LR•IPV4『线路1』
CCTV6,http://101.35.240.114:88/live.php?id=CCTV6$LR•IPV4『线路2』
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8$LR•IPV4『线路3』
CCTV6,https://www.wmviv.com/iptv/bc2t.php?id=cctv6$LR•IPV4『线路4』
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4『线路5』
CCTV7,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000510003.m3u8$LR•IPV4『线路1』
CCTV7,https://angtv.cc/test/ysp.php?id=cctv7$LR•IPV4『线路2』
CCTV7,http://148.135.93.213/live.php?id=CCTV7$LR•IPV4『线路3』
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8$LR•IPV4『线路4』
CCTV7,https://www.wmviv.com/iptv/bc2t.php?id=cctv7$LR•IPV4『线路5』
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4『线路6』
CCTV8,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000203903.m3u8$LR•IPV4『线路1』
CCTV8,http://101.35.240.114:88/live.php?id=CCTV8$LR•IPV4『线路2』
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8$LR•IPV4『线路3』
CCTV8,https://www.wmviv.com/iptv/bc2t.php?id=cctv8$LR•IPV4『线路4』
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8$LR•IPV4『线路5』
CCTV9,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000499403.m3u8$LR•IPV4『线路1』
CCTV9,https://angtv.cc/test/ysp.php?id=cctv9$LR•IPV4『线路2』
CCTV9,http://148.135.93.213/live.php?id=CCTV9$LR•IPV4『线路3』
CCTV9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8$LR•IPV4『线路4』
CCTV9,https://play.kankanlive.com/live/1698423397390920.m3u8$LR•IPV4『线路5』
CCTV9,https://www.wmviv.com/iptv/bc2t.php?id=cctv9$LR•IPV4『线路6』
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8$LR•IPV4『线路7』
CCTV10,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000203503.m3u8$LR•IPV4『线路1』
CCTV10,https://angtv.cc/test/ysp.php?id=cctv10$LR•IPV4『线路2』
CCTV10,http://101.35.240.114:88/live.php?id=CCTV10$LR•IPV4『线路3』
CCTV10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8$LR•IPV4『线路4』
CCTV10,https://play.kankanlive.com/live/1698423445959919.m3u8$LR•IPV4『线路5』
CCTV10,https://www.wmviv.com/iptv/bc2t.php?id=cctv10$LR•IPV4『线路6』
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8$LR•IPV4『线路7』
CCTV11,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000204103.m3u8$LR•IPV4『线路1』
CCTV11,https://angtv.cc/test/ysp.php?id=cctv11$LR•IPV4『线路2』
CCTV11,http://148.135.93.213/live.php?id=CCTV11$LR•IPV4『线路3』
CCTV11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8$LR•IPV4『线路4』
CCTV11,https://play.kankanlive.com/live/1698423476198918.m3u8$LR•IPV4『线路5』
CCTV11,https://www.wmviv.com/iptv/bc2t.php?id=cctv11$LR•IPV4『线路6』
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8$LR•IPV4『线路7』
CCTV12,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000202603.m3u8$LR•IPV4『线路1』
CCTV12,https://angtv.cc/test/ysp.php?id=cctv12$LR•IPV4『线路2』
CCTV12,http://101.35.240.114:88/live.php?id=CCTV12$LR•IPV4『线路3』
CCTV12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$LR•IPV4『线路4』
CCTV12,https://play.kankanlive.com/live/1698423511884917.m3u8$LR•IPV4『线路5』
CCTV12,https://www.wmviv.com/iptv/bc2t.php?id=cctv12$LR•IPV4『线路6』
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8$LR•IPV4『线路7』
CCTV13,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000204603.m3u8$LR•IPV4『线路1』
CCTV13,https://angtv.cc/test/ysp.php?id=cctv13$LR•IPV4『线路2』
CCTV13,http://148.135.93.213/live.php?id=CCTV13$LR•IPV4『线路3』
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$LR•IPV4『线路4』
CCTV13,https://play.kankanlive.com/live/1698423543275916.m3u8$LR•IPV4『线路5』
CCTV13,https://www.wmviv.com/iptv/bc2t.php?id=cctv13$LR•IPV4『线路6』
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8$LR•IPV4『线路7』
CCTV14,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000204403.m3u8$LR•IPV4『线路1』
CCTV14,https://angtv.cc/test/ysp.php?id=cctv14$LR•IPV4『线路2』
CCTV14,http://101.35.240.114:88/live.php?id=CCTV14$LR•IPV4『线路3』
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$LR•IPV4『线路4』
CCTV14,https://play.kankanlive.com/live/1698423575756915.m3u8$LR•IPV4『线路5』
CCTV14,https://www.wmviv.com/iptv/bc2t.php?id=cctv14$LR•IPV4『线路6』
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8$LR•IPV4『线路7』
CCTV15,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000205003.m3u8$LR•IPV4『线路1』
CCTV15,https://angtv.cc/test/ysp.php?id=cctv15$LR•IPV4『线路2』
CCTV15,http://148.135.93.213/live.php?id=CCTV15$LR•IPV4『线路3』
CCTV15,http://p.ytelc.com/169l/0/cctv.php?id=cctv15$LR•IPV4『线路4』
CCTV15,https://play.kankanlive.com/live/1698423607826914.m3u8$LR•IPV4『线路5』
CCTV15,https://www.wmviv.com/iptv/bc2t.php?id=cctv15$LR•IPV4『线路6』
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8$LR•IPV4『线路7』
CCTV16,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012375003.m3u8$LR•IPV4『线路1』
CCTV16,https://angtv.cc/test/ysp.php?id=cctv16$LR•IPV4『线路2』
CCTV16,http://101.35.240.114:88/live.php?id=CCTV16$LR•IPV4『线路3』
CCTV16,http://p.ytelc.com/169l/0/cctv.php?id=cctv16$LR•IPV4『线路4』
CCTV16,https://www.wmviv.com/iptv/bc2t.php?id=cctv16$LR•IPV4『线路5』
CCTV17,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000204203.m3u8$LR•IPV4『线路1』
CCTV17,https://angtv.cc/test/ysp.php?id=cctv17$LR•IPV4『线路2』
CCTV17,http://74.48.192.96:82/live.php?id=CCTV17$LR•IPV4『线路3』
CCTV17,http://p.ytelc.com/169l/0/cctv.php?id=cctv17$LR•IPV4『线路4』
CCTV17,https://play.kankanlive.com/live/1698423272597921.m3u8$LR•IPV4『线路5』
CCTV17,https://www.wmviv.com/iptv/bc2t.php?id=cctv17$LR•IPV4『线路6』
广东频道,#genre#
广东珠江,https://www.wmviv.com/iptv/bc2t.php?id=gdzj$LR•IPV4『线路1』
广东珠江,http://r.jdshipin.com/sE5vO$LR•IPV4『线路2』
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$LR•IPV4『线路3』
广东体育,https://www.wmviv.com/iptv/bc2t.php?id=gdty$LR•IPV4『线路1』
广东体育,https://www.wmviv.com/iptv/bc2t.php?id=gdty2$LR•IPV4『线路2』
广东体育,http://r.jdshipin.com/LiYdg$LR•IPV4『线路3』
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$LR•IPV4『线路4』
广东民生,https://www.wmviv.com/iptv/bc2t.php?id=gdms$LR•IPV4『线路1』
广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111$LR•IPV4『线路2』
广东少儿,https://www.wmviv.com/iptv/bc2t.php?id=gdse$LR•IPV4『线路1』
广东少儿,http://119.32.12.17:2901/udp/224.1.100.9:11111$LR•IPV4『线路2』
广东影视,https://www.wmviv.com/iptv/bc2t.php?id=gdys$LR•IPV4『线路1』
广东影视,http://119.32.12.17:2901/udp/224.1.100.11:11111$LR•IPV4『线路2』
岭南戏曲,https://www.wmviv.com/iptv/bc2t.php?id=lnxq$LR•IPV4
现代教育,https://www.wmviv.com/iptv/bc2t.php?id=xdjy$LR•IPV4
大湾区卫视,https://www.wmviv.com/iptv/bc2t.php?id=dwqws$LR•IPV4『线路1』
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视$LR•IPV4『线路2』
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv$LR•IPV4『线路3』
大湾区卫视,http://www.wmviv.com/iptv/bc2t.php?id=dwqws$LR•IPV4『线路4』
卫视频道,#genre#
湖南卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226193/1.m3u8$LR•IPV6『线路1』
湖南卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000296203.m3u8$LR•IPV4『线路2』
湖南卫视,https://angtv.cc/test/ysp.php?id=hunws$LR•IPV4『线路3』
湖南卫视,https://www.wmviv.com/iptv/bc2t.php?id=hunws$LR•IPV4『线路4』
湖南卫视,http://101.35.240.114:88/live.php?id=湖南卫视$LR•IPV4『线路5』
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8$LR•IPV4『线路6』
湖南卫视,http://www.wmviv.com/iptv/bc2t.php?id=hunws$LR•IPV4『线路7』
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8$LR•IPV4『线路8』
湖南卫视,https://zby.130519.xyz/PLTV/11/224/3221225726/index.m3u8$LR•IPV4『线路9』
浙江卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226144/1.m3u8$LR•IPV6『线路1』
浙江卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000295503.m3u8$LR•IPV4『线路2』
浙江卫视,https://angtv.cc/test/ysp.php?id=zjws$LR•IPV4『线路3』
浙江卫视,https://www.wmviv.com/iptv/bc2t.php?id=zjws$LR•IPV4『线路4』
浙江卫视,https://www.wmviv.com/iptv/bc2t.php?id=zjws2$LR•IPV4『线路5』
浙江卫视,http://101.35.240.114:88/live.php?id=浙江卫视$LR•IPV4『线路6』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路7』
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8$LR•IPV4『线路8』
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8$LR•IPV4『线路9』
浙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225727/index.m3u8$LR•IPV4『线路10』
东方卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226155/1.m3u8$LR•IPV6『线路1』
东方卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000292403.m3u8$LR•IPV4『线路2』
东方卫视,https://angtv.cc/test/ysp.php?id=dfws$LR•IPV4『线路3』
东方卫视,https://www.wmviv.com/iptv/bc2t.php?id=dfws$LR•IPV4『线路4』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4『线路5』
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8$LR•IPV4『线路6』
东方卫视,http://www.wmviv.com/iptv/bc2t.php?id=dfws$LR•IPV4『线路7』
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221225725/index.m3u8$LR•IPV4『线路8』
北京卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226161/1.m3u8$LR•IPV6『线路1』
北京卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000272103.m3u8$LR•IPV4『线路2』
北京卫视,https://angtv.cc/test/ysp.php?id=bjws$LR•IPV4『线路3』
北京卫视,http://101.35.240.114:88/live.php?id=北京卫视$LR•IPV4『线路4』
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8$LR•IPV4『线路5』
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8$LR•IPV4『线路6』
北京卫视,https://zby.130519.xyz/PLTV/11/224/3221225724/index.m3u8$LR•IPV4『线路7』
江苏卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226157/1.m3u8$LR•IPV6『线路1』
江苏卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000295603.m3u8$LR•IPV4『线路2』
江苏卫视,https://angtv.cc/test/ysp.php?id=jsws$LR•IPV4『线路3』
江苏卫视,https://www.wmviv.com/iptv/bc2t.php?id=jsws$LR•IPV4『线路4』
江苏卫视,http://101.35.240.114:88/live.php?id=江苏卫视$LR•IPV4『线路5』
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8$LR•IPV4『线路6』
江苏卫视,http://www.wmviv.com/iptv/bc2t.php?id=jsws$LR•IPV4『线路7』
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8$LR•IPV4『线路8』
江苏卫视,https://zby.130519.xyz/PLTV/11/224/3221225720/index.m3u8$LR•IPV4『线路9』
安徽卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226205/1.m3u8$LR•IPV6『线路1』
安徽卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000298003.m3u8$LR•IPV4『线路2』
安徽卫视,https://angtv.cc/test/ysp.php?id=ahws$LR•IPV4『线路3』
安徽卫视,http://101.35.240.114:88/live.php?id=安徽卫视$LR•IPV4『线路4』
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8$LR•IPV4『线路5』
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8$LR•IPV4『线路6』
安徽卫视,https://zby.130519.xyz/PLTV/11/224/3221225739/index.m3u8$LR•IPV4『线路7』
重庆卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226551/1.m3u8$LR•IPV6『线路1』
重庆卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000297803.m3u8$LR•IPV4『线路2』
重庆卫视,https://angtv.cc/test/ysp.php?id=cqws$LR•IPV4『线路3』
重庆卫视,http://148.135.93.213/live.php?id=重庆卫视$LR•IPV4『线路4』
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8$LR•IPV4『线路5』
重庆卫视,http://www.wmviv.com/iptv/bc2t.php?id=cqws$LR•IPV4『线路6』
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8$LR•IPV4『线路7』
重庆卫视,https://zby.130519.xyz/PLTV/11/224/3221226171/index.m3u8$LR•IPV4『线路8』
四川卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226454/1.m3u8$LR•IPV6『线路1』
四川卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000295003.m3u8$LR•IPV4『线路2』
四川卫视,https://angtv.cc/test/ysp.php?id=scws$LR•IPV4『线路3』
四川卫视,http://148.135.93.213/live.php?id=四川卫视$LR•IPV4『线路4』
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8$LR•IPV4『线路5』
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8$LR•IPV4『线路6』
四川卫视,https://zby.130519.xyz/PLTV/11/224/3221226152/index.m3u8$LR•IPV4『线路7』
东南卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226182/1.m3u8$LR•IPV6『线路1』
东南卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000292503.m3u8$LR•IPV4『线路2』
东南卫视,https://angtv.cc/test/ysp.php?id=dnws$LR•IPV4『线路3』
东南卫视,http://148.135.93.213/live.php?id=东南卫视$LR•IPV4『线路4』
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8$LR•IPV4『线路5』
东南卫视,http://www.wmviv.com/iptv/bc2t.php?id=dnws$LR•IPV4『线路6』
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8$LR•IPV4『线路7』
东南卫视,https://zby.130519.xyz/PLTV/11/224/3221225745/index.m3u8$LR•IPV4『线路8』
东南卫视,http://8.138.7.223/tv/fjtv1.php?id=dnws$LR•IPV4『线路9』
深圳卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226199/1.m3u8$LR•IPV6『线路1』
深圳卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000292203.m3u8$LR•IPV4『线路2』
深圳卫视,https://angtv.cc/test/ysp.php?id=szws$LR•IPV4『线路3』
深圳卫视,http://101.35.240.114:88/live.php?id=深圳卫视$LR•IPV4『线路4』
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8$LR•IPV4『线路5』
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8$LR•IPV4『线路6』
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8$LR•IPV4『线路7』
广东卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226180/1.m3u8$LR•IPV6『线路1』
广东卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000292703.m3u8$LR•IPV4『线路2』
广东卫视,https://angtv.cc/test/ysp.php?id=gdws$LR•IPV4『线路3』
广东卫视,https://www.wmviv.com/iptv/bc2t.php?id=gdws$LR•IPV4『线路4』
广东卫视,http://101.35.240.114:88/live.php?id=广东卫视$LR•IPV4『线路5』
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8$LR•IPV4『线路6』
广东卫视,http://www.wmviv.com/iptv/bc2t.php?id=gdws$LR•IPV4『线路7』
广东卫视,http://112.27.235.94:8000/hls/30/index.m3u8$LR•IPV4『线路8』
广东卫视,https://zby.130519.xyz/PLTV/11/224/3221225731/index.m3u8$LR•IPV4『线路9』
广西卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226452/1.m3u8$LR•IPV6『线路1』
广西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3$LR•IPV4『线路2』
广西卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000294203.m3u8$LR•IPV4『线路3』
广西卫视,https://angtv.cc/test/ysp.php?id=gxws$LR•IPV4『线路4』
广西卫视,http://148.135.93.213/live.php?id=广西卫视$LR•IPV4『线路5』
广西卫视,http://www.wmviv.com/iptv/bc2t.php?id=gxws$LR•IPV4『线路6』
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226084/index.m3u8$LR•IPV4『线路7』
厦门卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221225689/1.m3u8$LR•IPV6『线路1』
厦门卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.2.11:8060$LR•IPV4『线路2』
厦门卫视,http://8.138.7.223/tv/fjtv1.php?id=xmws$LR•IPV4『线路3』
甘肃卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226240/1.m3u8$LR•IPV6『线路1』
甘肃卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$LR•IPV4『线路2』
甘肃卫视,http://148.135.93.213/live.php?id=甘肃卫视$LR•IPV4『线路3』
甘肃卫视,http://www.wmviv.com/iptv/bc2t.php?id=gsws$LR•IPV4『线路4』
甘肃卫视,https://zby.130519.xyz/PLTV/11/224/3221226090/index.m3u8$LR•IPV4『线路5』
贵州卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226547/1.m3u8$LR•IPV6『线路1』
贵州卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000293303.m3u8$LR•IPV4『线路2』
贵州卫视,https://angtv.cc/test/ysp.php?id=gzws$LR•IPV4『线路3』
贵州卫视,http://148.135.93.213/live.php?id=贵州卫视$LR•IPV4『线路4』
贵州卫视,http://www.wmviv.com/iptv/bc2t.php?id=gzws$LR•IPV4『线路5』
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8$LR•IPV4『线路6』
贵州卫视,https://zby.130519.xyz/PLTV/11/224/3221226173/index.m3u8$LR•IPV4『线路7』
河北卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226442/1.m3u8$LR•IPV6『线路1』
河北卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3#http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$LR•IPV4『线路2』
河北卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000293403.m3u8$LR•IPV4『线路3』
河北卫视,https://angtv.cc/test/ysp.php?id=hbws$LR•IPV4『线路4』
河北卫视,http://148.135.93.213/live.php?id=河北卫视$LR•IPV4『线路5』
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8$LR•IPV4『线路6』
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8$LR•IPV4『线路7』
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8$LR•IPV4『线路8』
河北卫视,https://zby.130519.xyz/PLTV/11/224/3221226107/index.m3u8$LR•IPV4『线路9』
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3d44740039027301acf8341d7361ab59$LR•IPV4『线路10』
河南卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226614/1.m3u8$LR•IPV6『线路1』
河南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031119/1.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3#http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$LR•IPV4『线路2』
河南卫视,http://36.131.221.148/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000296103.m3u8$LR•IPV4『线路3』
河南卫视,https://angtv.cc/test/ysp.php?id=hnws$LR•IPV4『线路4』
河南卫视,https://www.wmviv.com/iptv/bc2t.php?id=henws$LR•IPV4『线路5』
河南卫视,http://148.135.93.213/live.php?id=河南卫视$LR•IPV4『线路6』
河南卫视,http://www.wmviv.com/iptv/bc2t.php?id=hnws$LR•IPV4『线路7』
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8$LR•IPV4『线路8』
河南卫视,https://zby.130519.xyz/PLTV/11/224/3221226132/index.m3u8$LR•IPV4『线路9』
